filename, Alif, All, Ayn, Ba, Dad, Dal, Dhal, Fa, Ghayn, Ha, Haa, Jim, Kha, Laa, Lam, Mim, Nun, Qaf, Ra, Sad, Shin, Sin, Ta, Taa, Tha, Tt, Ya, Yaa, Za, Zay, kaf, waw
72beb1e4-8cd2-11ed-ad74-f496340d2b26_jpg.rf.3740719ddfeed23b3e36a4e2fb8a67da.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4ff42718-8cd2-11ed-90a1-f496340d2b26_jpg.rf.37e7031b72add1c63e87d27a33035f73.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
77c96982-8cd2-11ed-a02d-f496340d2b26_jpg.rf.37ecf945174792bb04d0cf17eabdbb58.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6c511c44-8cd2-11ed-81d7-f496340d2b26_jpg.rf.37d3a7ce1eeb9ebeea9c407763a43ab9.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
71c1d71a-8cd2-11ed-8ac7-f496340d2b26_jpg.rf.3695485895e966e505437ffb58d6498a.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
402c3a25-8cd2-11ed-82c9-f496340d2b26_jpg.rf.3782a0a4b6408a5ea5352e7572bf7348.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
88650a83-8cd2-11ed-9fc5-f496340d2b26_jpg.rf.38019c0c5f41bc2138338f95e821644a.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
2f3c7ceb-8cd2-11ed-b0b9-f496340d2b26_jpg.rf.375c3d50a66ae481d017009b6bf6535b.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
4169d2f6-8cd2-11ed-8eb6-f496340d2b26_jpg.rf.37491f2da55b0b828c664f3ec6f992af.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
252645fb-8cd2-11ed-96cf-f496340d2b26_jpg.rf.36d8178548636150df0dee8eefde9262.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
261e4867-8cd2-11ed-b5c7-f496340d2b26_jpg.rf.38077a4152c0694d4501a58eaa94a23e.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
55b66d4a-8cd2-11ed-95b3-f496340d2b26_jpg.rf.3797c7c07a3fa92be065c07872777a70.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
262ddbd9-8cd2-11ed-b20f-f496340d2b26_jpg.rf.36643c7a78d366529cb0fb4c64e26fc3.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
64bb3f0d-8cd2-11ed-b608-f496340d2b26_jpg.rf.382188cc711c26f105af9dd20487e68b.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
905428cd-8cd2-11ed-8857-f496340d2b26_jpg.rf.384ecb20246a73ba93ceccf4c1b249f3.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
5de2a25a-8cd2-11ed-916a-f496340d2b26_jpg.rf.3841ecd5a399d751d67de8e1b3627080.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0b01b019-8cd2-11ed-a014-f496340d2b26_jpg.rf.37a66d0ebbdcde3a9e0d4228bd3aba36.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0fb5ddb3-8cd2-11ed-bc47-f496340d2b26_jpg.rf.36684c158c5be2dc5befb66cbda932d2.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2a5795db-8cd2-11ed-ab54-f496340d2b26_jpg.rf.3853320c8dbade421989ed13ff9ae715.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
374bec6a-8cd2-11ed-9059-f496340d2b26_jpg.rf.38849ee60ef2c4989b07618ff3c40248.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2e9f5db9-8cd2-11ed-9e4e-f496340d2b26_jpg.rf.372e1d512897649bc64c972c2735706e.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
8dba63d1-8cd2-11ed-a98c-f496340d2b26_jpg.rf.389b96acc0ec870b14082e27d59c7567.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
6ce06b08-8cd2-11ed-bb93-f496340d2b26_jpg.rf.386aff39265b478bce6b2927f163276b.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6f9f6c09-8cd2-11ed-926d-f496340d2b26_jpg.rf.38a0b366bd5ee5a9f3ef989e5dae393f.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5606c7ad-8cd2-11ed-a820-f496340d2b26_jpg.rf.38b396440b003f425aafa915b4843a5b.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6c8c19b1-8cd2-11ed-8cc8-f496340d2b26_jpg.rf.38b1bb5285f5695b4d529d4b7df77b7b.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4f998a98-8cd2-11ed-9465-f496340d2b26_jpg.rf.38c8d22329c863df88b004bb04dafffa.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
74bdecbd-8cd2-11ed-b9ce-f496340d2b26_jpg.rf.390b90119badc3644ab787e1b499ce9e.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5e3553b1-8cd2-11ed-ab0c-f496340d2b26_jpg.rf.3918aae69ed7c9596a6e1c387409fcb7.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
78f84605-8cd2-11ed-95d4-f496340d2b26_jpg.rf.39752a4f8c240599f5c68770a386be8d.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
34bc8c48-8cd2-11ed-b9c8-f496340d2b26_jpg.rf.394d529cab30241b4498eecabf0dfef2.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1551fdc7-8cd2-11ed-8763-f496340d2b26_jpg.rf.3a059f2984032c05981b742459d20799.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
567dd8a7-8cd2-11ed-b599-f496340d2b26_jpg.rf.39bd73899cf5217af4e35ced31684353.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
14397760-8cd2-11ed-b832-f496340d2b26_jpg.rf.39bb7dbc6820494eb553e9bab41883e8.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
107c7be3-8cd2-11ed-b5ef-f496340d2b26_jpg.rf.3a2a016a2ae7a9938566b4a7dc4eac4b.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5073dd21-8cd2-11ed-96f4-f496340d2b26_jpg.rf.3a2c0fee2d4ef897a3485ffbd8fd3d58.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
60aab9af-8cd2-11ed-9594-f496340d2b26_jpg.rf.3a9729a1605312eb5c06d149766835ef.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
338c21ab-8cd2-11ed-b6b3-f496340d2b26_jpg.rf.3a266228fbc8d79b065a10113b7e534b.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
930404e1-8cd2-11ed-97c8-f496340d2b26_jpg.rf.3a7de992d10f86c0ba0b11d17f6aa1b6.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
8e83118f-8cd2-11ed-85bf-f496340d2b26_jpg.rf.3a9b0d7ff389f5e4ec3faaa9c288a3a7.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
7896ff1a-8cd2-11ed-8f51-f496340d2b26_jpg.rf.3aa39768b5f4562868e70676dedfe05c.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3e7dae98-8cd2-11ed-a4e6-f496340d2b26_jpg.rf.3aac7361151a7abd190629d2eb3ca820.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
642b62f1-8cd2-11ed-a7b6-f496340d2b26_jpg.rf.3aae13185c4916e1d6af3ce80bd8c3f0.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
4153eff7-8cd2-11ed-b325-f496340d2b26_jpg.rf.3af9a394ae677cf161c735e635392894.jpg, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6f13ea49-8cd2-11ed-9d7a-f496340d2b26_jpg.rf.3b01f495f7124a665075072e76569ae7.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
71c1d71a-8cd2-11ed-8ac7-f496340d2b26_jpg.rf.3aef7b671d15cdafbc004990cd7149f3.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
34adadab-8cd2-11ed-8541-f496340d2b26_jpg.rf.3ab07ad2367f89829f1e639f73802e0c.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
50da3fce-8cd2-11ed-b44d-f496340d2b26_jpg.rf.3b01f7b4758ffe2fcd7bbadbe347ef6d.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
6656a0cd-8cd2-11ed-84e5-f496340d2b26_jpg.rf.3b1f20328c166ce99fe907a623dfc385.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6bc65e0b-8cd2-11ed-b068-f496340d2b26_jpg.rf.3b057433e0a0fd2a92e25978821ef62b.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
51f63997-8cd2-11ed-b77b-f496340d2b26_jpg.rf.3b0aab32d735f2f36abc83afc7f6e875.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
61508335-8cd2-11ed-977a-f496340d2b26_jpg.rf.3b325dc3e9628ad6e970b107e474a65b.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2e980ff7-8cd2-11ed-97f7-f496340d2b26_jpg.rf.3b31244dce714077001a95184d0497d8.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
4be82695-8cd2-11ed-aab7-f496340d2b26_jpg.rf.3b44e4f1d3e2bacfc9bfa0b8a0f8d541.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
4bad9ec3-8cd2-11ed-96f7-f496340d2b26_jpg.rf.3b5940987705de8686d729160c8f7689.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
50837f78-8cd2-11ed-8b5e-f496340d2b26_jpg.rf.3b9b4a44e82444cf49255609701eaf72.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
896946f5-8cd2-11ed-98dc-f496340d2b26_jpg.rf.3b33efd3ee43e383fa22de09e4569afe.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
0010e601-8cd2-11ed-9de7-f496340d2b26_jpg.rf.3b826afe181edb4f42b69db8fd1894e8.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
888a1c0e-8cd2-11ed-9cf8-f496340d2b26_jpg.rf.3bb6a46c396f178d07fb2fc862c5cb5d.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
4b4f6e18-8cd2-11ed-b0f2-f496340d2b26_jpg.rf.3bccad00e1843d96dac8c064ba91696a.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
3d51b105-8cd2-11ed-afaf-f496340d2b26_jpg.rf.3bf78fe0a9adba55a6ab5de9c49432a3.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
010fdc03-8cd2-11ed-8af8-f496340d2b26_jpg.rf.3c0a46b480c39247af1937f9a2548911.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
428f9f31-8cd2-11ed-9170-f496340d2b26_jpg.rf.3cc6af59d59578047a8ee5c5f2dc758b.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5606c7ad-8cd2-11ed-a820-f496340d2b26_jpg.rf.3c13f0b2d5e4db5935d4b0bac441ef2e.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
699434aa-8cd2-11ed-8d3a-f496340d2b26_jpg.rf.3c6adc2a13b92d307b52908852540c6d.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5aefb271-8cd2-11ed-9e01-f496340d2b26_jpg.rf.3c17247c783f9a25cc1993be59dd93f0.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
64379f74-8cd2-11ed-8dae-f496340d2b26_jpg.rf.3c653ee4adfe9549515f94af36219f13.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
41c082fc-8cd2-11ed-ae2b-f496340d2b26_jpg.rf.3d2c427dab801dbe3a6b5c633deb7223.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5ce639e2-8cd2-11ed-a861-f496340d2b26_jpg.rf.3cc802c57d0668867f082aafa53a2743.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8a35e66c-8cd2-11ed-8fe3-f496340d2b26_jpg.rf.3d15554722858cf4f9b0a90ad381b288.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
2ee841c0-8cd2-11ed-9171-f496340d2b26_jpg.rf.3d0f7f7e286c7912c48e39ed13db7f34.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
76615529-8cd2-11ed-8e14-f496340d2b26_jpg.rf.3d4abde755e738899d8da53cf5a2565e.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
099a3a89-8cd2-11ed-a8e0-f496340d2b26_jpg.rf.3d41da3ed9a75c822ffed041ad734c18.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
757d1ef5-8cd2-11ed-be58-f496340d2b26_jpg.rf.3d877ab67e47b19739174dca90b7b40d.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
649e6e29-8cd2-11ed-8a04-f496340d2b26_jpg.rf.3d92cd74f7726809d4b53957ead63c8c.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
5159666f-8cd2-11ed-8ff8-f496340d2b26_jpg.rf.3ddb628b770fc16231acacff317b2aa3.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
4ca60d62-8cd2-11ed-8bf0-f496340d2b26_jpg.rf.3e0df8d152adf1bba7d3d40f1a977a64.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
58cadad3-8cd2-11ed-b86b-f496340d2b26_jpg.rf.3e14aadb114739a52acdb0aa971b2506.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
